t,housing_density,year,month,NA_L3NAME
1997.2618181818182,179.90462264734032,1997,3,Acadian Plains and Hills
1997.3427272727272,179.88718501089272,1997,4,Acadian Plains and Hills
1997.4236363636364,179.86974737444507,1997,5,Acadian Plains and Hills
1997.5045454545455,179.85230973799747,1997,6,Acadian Plains and Hills
1997.5854545454545,179.83487210154988,1997,7,Acadian Plains and Hills
1997.6663636363637,179.81743446510225,1997,8,Acadian Plains and Hills
1997.7472727272727,179.79999682865466,1997,9,Acadian Plains and Hills
1997.8281818181817,179.78255919220706,1997,10,Acadian Plains and Hills
1997.909090909091,179.76512155575944,1997,11,Acadian Plains and Hills
1997.99,179.74768391931184,1997,12,Acadian Plains and Hills
1998.1,179.72397657088308,1998,1,Acadian Plains and Hills
1998.1809090909092,179.70653893443546,1998,2,Acadian Plains and Hills
1998.2618181818182,179.68910129798786,1998,3,Acadian Plains and Hills
1998.3427272727272,179.67166366154026,1998,4,Acadian Plains and Hills
1998.4236363636364,179.6542260250926,1998,5,Acadian Plains and Hills
1998.5045454545455,179.63678838864502,1998,6,Acadian Plains and Hills
1998.5854545454545,179.61935075219745,1998,7,Acadian Plains and Hills
1998.6663636363637,179.6019131157498,1998,8,Acadian Plains and Hills
1998.7472727272727,179.5844754793022,1998,9,Acadian Plains and Hills
1998.8281818181817,179.5670378428546,1998,10,Acadian Plains and Hills
1998.909090909091,179.54960020640698,1998,11,Acadian Plains and Hills
1998.99,179.53216256995938,1998,12,Acadian Plains and Hills
1999.1,179.50845522153062,1999,1,Acadian Plains and Hills
1999.1809090909092,179.491017585083,1999,2,Acadian Plains and Hills
1999.2618181818182,179.4735799486354,1999,3,Acadian Plains and Hills
1999.3427272727272,179.4561423121878,1999,4,Acadian Plains and Hills
1999.4236363636364,179.43870467574015,1999,5,Acadian Plains and Hills
1999.5045454545455,179.4212670392926,1999,6,Acadian Plains and Hills
1999.5854545454545,179.403829402845,1999,7,Acadian Plains and Hills
1999.6663636363637,179.38639176639734,1999,8,Acadian Plains and Hills
1999.7472727272727,179.36895412994974,1999,9,Acadian Plains and Hills
1999.8281818181817,179.35151649350215,1999,10,Acadian Plains and Hills
1999.909090909091,179.33407885705452,1999,11,Acadian Plains and Hills
1999.99,179.31664122060693,1999,12,Acadian Plains and Hills
2000.1,179.2997863351538,2000,1,Acadian Plains and Hills
2000.1809090909092,179.28789296420464,2000,2,Acadian Plains and Hills
2000.2618181818182,179.27599959325553,2000,3,Acadian Plains and Hills
2000.3427272727272,179.26410622230642,2000,4,Acadian Plains and Hills
2000.4236363636364,179.25221285135726,2000,5,Acadian Plains and Hills
2000.5045454545455,179.24031948040815,2000,6,Acadian Plains and Hills
2000.5854545454545,179.228426109459,2000,7,Acadian Plains and Hills
2000.6663636363637,179.21653273850987,2000,8,Acadian Plains and Hills
2000.7472727272727,179.20463936756073,2000,9,Acadian Plains and Hills
2000.8281818181817,179.19274599661162,2000,10,Acadian Plains and Hills
2000.909090909091,179.18085262566245,2000,11,Acadian Plains and Hills
2000.99,179.16895925471334,2000,12,Acadian Plains and Hills
2001.1,179.1527896155578,2001,1,Acadian Plains and Hills
2001.1809090909092,179.14089624460863,2001,2,Acadian Plains and Hills
2001.2618181818182,179.12900287365952,2001,3,Acadian Plains and Hills
2001.3427272727272,179.1171095027104,2001,4,Acadian Plains and Hills
2001.4236363636364,179.10521613176124,2001,5,Acadian Plains and Hills
2001.5045454545455,179.09332276081213,2001,6,Acadian Plains and Hills
2001.5854545454545,179.081429389863,2001,7,Acadian Plains and Hills
2001.6663636363637,179.06953601891385,2001,8,Acadian Plains and Hills
2001.7472727272727,179.0576426479647,2001,9,Acadian Plains and Hills
2001.8281818181817,179.0457492770156,2001,10,Acadian Plains and Hills
2001.909090909091,179.03385590606644,2001,11,Acadian Plains and Hills
2001.99,179.02196253511732,2001,12,Acadian Plains and Hills
2002.1,179.00579289596178,2002,1,Acadian Plains and Hills
2002.1809090909092,178.9938995250126,2002,2,Acadian Plains and Hills
2002.2618181818182,178.9820061540635,2002,3,Acadian Plains and Hills
2002.3427272727272,178.97011278311436,2002,4,Acadian Plains and Hills
2002.4236363636364,178.95821941216522,2002,5,Acadian Plains and Hills
2002.5045454545455,178.94632604121608,2002,6,Acadian Plains and Hills
2002.5854545454545,178.93443267026697,2002,7,Acadian Plains and Hills
2002.6663636363637,178.9225392993178,2002,8,Acadian Plains and Hills
2002.7472727272727,178.9106459283687,2002,9,Acadian Plains and Hills
2002.8281818181817,178.89875255741958,2002,10,Acadian Plains and Hills
2002.909090909091,178.88685918647042,2002,11,Acadian Plains and Hills
2002.99,178.8749658155213,2002,12,Acadian Plains and Hills
2003.1,178.85879617636576,2003,1,Acadian Plains and Hills
2003.1809090909092,178.8469028054166,2003,2,Acadian Plains and Hills
2003.2618181818182,178.83500943446748,2003,3,Acadian Plains and Hills
2003.3427272727272,178.82311606351834,2003,4,Acadian Plains and Hills
2003.4236363636364,178.8112226925692,2003,5,Acadian Plains and Hills
2003.5045454545455,178.79932932162006,2003,6,Acadian Plains and Hills
2003.5854545454545,178.78743595067095,2003,7,Acadian Plains and Hills
2003.6663636363637,178.7755425797218,2003,8,Acadian Plains and Hills
2003.7472727272727,178.76364920877268,2003,9,Acadian Plains and Hills
2003.8281818181817,178.75175583782357,2003,10,Acadian Plains and Hills
2003.909090909091,178.7398624668744,2003,11,Acadian Plains and Hills
2003.99,178.7279690959253,2003,12,Acadian Plains and Hills
2004.1,178.71179945676974,2004,1,Acadian Plains and Hills
2004.1809090909092,178.69990608582057,2004,2,Acadian Plains and Hills
2004.2618181818182,178.68801271487146,2004,3,Acadian Plains and Hills
2004.3427272727272,178.67611934392232,2004,4,Acadian Plains and Hills
2004.4236363636364,178.66422597297318,2004,5,Acadian Plains and Hills
2004.5045454545455,178.65233260202405,2004,6,Acadian Plains and Hills
2004.5854545454545,178.64043923107494,2004,7,Acadian Plains and Hills
2004.6663636363637,178.62854586012577,2004,8,Acadian Plains and Hills
2004.7472727272727,178.61665248917666,2004,9,Acadian Plains and Hills
2004.8281818181817,178.60475911822752,2004,10,Acadian Plains and Hills
2004.909090909091,178.59286574727838,2004,11,Acadian Plains and Hills
2004.99,178.58097237632924,2004,12,Acadian Plains and Hills
2005.1,178.56480273717372,2005,1,Acadian Plains and Hills
2005.1809090909092,178.55290936622455,2005,2,Acadian Plains and Hills
2005.2618181818182,178.54101599527544,2005,3,Acadian Plains and Hills
2005.3427272727272,178.5291226243263,2005,4,Acadian Plains and Hills
2005.4236363636364,178.51722925337717,2005,5,Acadian Plains and Hills
2005.5045454545455,178.50533588242803,2005,6,Acadian Plains and Hills
2005.5854545454545,178.49344251147892,2005,7,Acadian Plains and Hills
2005.6663636363637,178.48154914052975,2005,8,Acadian Plains and Hills
2005.7472727272727,178.46965576958064,2005,9,Acadian Plains and Hills
2005.8281818181817,178.4577623986315,2005,10,Acadian Plains and Hills
2005.909090909091,178.44586902768236,2005,11,Acadian Plains and Hills
2005.99,178.43397565673322,2005,12,Acadian Plains and Hills
2006.1,178.41780601757767,2006,1,Acadian Plains and Hills
2006.1809090909092,178.40591264662854,2006,2,Acadian Plains and Hills
2006.2618181818182,178.3940192756794,2006,3,Acadian Plains and Hills
2006.3427272727272,178.3821259047303,2006,4,Acadian Plains and Hills
2006.4236363636364,178.37023253378112,2006,5,Acadian Plains and Hills
2006.5045454545455,178.358339162832,2006,6,Acadian Plains and Hills
2006.5854545454545,178.3464457918829,2006,7,Acadian Plains and Hills
2006.6663636363637,178.33455242093373,2006,8,Acadian Plains and Hills
2006.7472727272727,178.32265904998462,2006,9,Acadian Plains and Hills
2006.8281818181817,178.31076567903548,2006,10,Acadian Plains and Hills
2006.909090909091,178.29887230808635,2006,11,Acadian Plains and Hills
2006.99,178.2869789371372,2006,12,Acadian Plains and Hills
2007.1,178.27080929798166,2007,1,Acadian Plains and Hills
2007.1809090909092,178.25891592703252,2007,2,Acadian Plains and Hills
2007.2618181818182,178.24702255608338,2007,3,Acadian Plains and Hills
2007.3427272727272,178.23512918513427,2007,4,Acadian Plains and Hills
2007.4236363636364,178.2232358141851,2007,5,Acadian Plains and Hills
2007.5045454545455,178.211342443236,2007,6,Acadian Plains and Hills
2007.5854545454545,178.19944907228688,2007,7,Acadian Plains and Hills
2007.6663636363637,178.18755570133771,2007,8,Acadian Plains and Hills
2007.7472727272727,178.1756623303886,2007,9,Acadian Plains and Hills
2007.8281818181817,178.16376895943947,2007,10,Acadian Plains and Hills
2007.909090909091,178.15187558849033,2007,11,Acadian Plains and Hills
2007.99,178.1399822175412,2007,12,Acadian Plains and Hills
2008.1,178.12381257838564,2008,1,Acadian Plains and Hills
2008.1809090909092,178.1119192074365,2008,2,Acadian Plains and Hills
2008.2618181818182,178.10002583648736,2008,3,Acadian Plains and Hills
2008.3427272727272,178.08813246553825,2008,4,Acadian Plains and Hills
2008.4236363636364,178.07623909458908,2008,5,Acadian Plains and Hills
2008.5045454545455,178.06434572363997,2008,6,Acadian Plains and Hills
2008.5854545454545,178.05245235269084,2008,7,Acadian Plains and Hills
2008.6663636363637,178.0405589817417,2008,8,Acadian Plains and Hills
2008.7472727272727,178.02866561079256,2008,9,Acadian Plains and Hills
2008.8281818181817,178.01677223984345,2008,10,Acadian Plains and Hills
2008.909090909091,178.0048788688943,2008,11,Acadian Plains and Hills
2008.99,177.99298549794517,2008,12,Acadian Plains and Hills
2009.1,177.97681585878962,2009,1,Acadian Plains and Hills
2009.1809090909092,177.96492248784048,2009,2,Acadian Plains and Hills
2009.2618181818182,177.95302911689134,2009,3,Acadian Plains and Hills
2009.3427272727272,177.94113574594223,2009,4,Acadian Plains and Hills
2009.4236363636364,177.92924237499307,2009,5,Acadian Plains and Hills
2009.5045454545455,177.91734900404396,2009,6,Acadian Plains and Hills
2009.5854545454545,177.90545563309482,2009,7,Acadian Plains and Hills
2009.6663636363637,177.89356226214568,2009,8,Acadian Plains and Hills
2009.7472727272727,177.88166889119654,2009,9,Acadian Plains and Hills
2009.8281818181817,177.86977552024743,2009,10,Acadian Plains and Hills
2009.909090909091,177.85788214929826,2009,11,Acadian Plains and Hills
2009.99,177.84598877834915,2009,12,Acadian Plains and Hills
2010.1,177.85102218780816,2010,1,Acadian Plains and Hills
2010.1809090909092,177.85628401073808,2010,2,Acadian Plains and Hills
2010.2618181818182,177.861545833668,2010,3,Acadian Plains and Hills
2010.3427272727272,177.86680765659793,2010,4,Acadian Plains and Hills
2010.4236363636364,177.87206947952785,2010,5,Acadian Plains and Hills
2010.5045454545455,177.87733130245778,2010,6,Acadian Plains and Hills
2010.5854545454545,177.8825931253877,2010,7,Acadian Plains and Hills
2010.6663636363637,177.88785494831765,2010,8,Acadian Plains and Hills
2010.7472727272727,177.89311677124755,2010,9,Acadian Plains and Hills
2010.8281818181817,177.89837859417747,2010,10,Acadian Plains and Hills
2010.909090909091,177.90364041710743,2010,11,Acadian Plains and Hills
2010.99,177.90890224003735,2010,12,Acadian Plains and Hills
2011.1,177.9160559543578,2011,1,Acadian Plains and Hills
2011.1809090909092,177.92131777728773,2011,2,Acadian Plains and Hills
2011.2618181818182,177.92657960021765,2011,3,Acadian Plains and Hills
2011.3427272727272,177.93184142314757,2011,4,Acadian Plains and Hills
2011.4236363636364,177.9371032460775,2011,5,Acadian Plains and Hills
2011.5045454545455,177.94236506900742,2011,6,Acadian Plains and Hills
2011.5854545454545,177.94762689193735,2011,7,Acadian Plains and Hills
2011.6663636363637,177.95288871486727,2011,8,Acadian Plains and Hills
2011.7472727272727,177.9581505377972,2011,9,Acadian Plains and Hills
2011.8281818181817,177.96341236072712,2011,10,Acadian Plains and Hills
2011.909090909091,177.96867418365704,2011,11,Acadian Plains and Hills
2011.99,177.97393600658697,2011,12,Acadian Plains and Hills
2012.1,177.98108972090742,2012,1,Acadian Plains and Hills
2012.1809090909092,177.98635154383737,2012,2,Acadian Plains and Hills
2012.2618181818182,177.9916133667673,2012,3,Acadian Plains and Hills
2012.3427272727272,177.9968751896972,2012,4,Acadian Plains and Hills
2012.4236363636364,178.00213701262714,2012,5,Acadian Plains and Hills
2012.5045454545455,178.00739883555707,2012,6,Acadian Plains and Hills
2012.5854545454545,178.012660658487,2012,7,Acadian Plains and Hills
2012.6663636363637,178.01792248141692,2012,8,Acadian Plains and Hills
2012.7472727272727,178.02318430434684,2012,9,Acadian Plains and Hills
2012.8281818181817,178.02844612727677,2012,10,Acadian Plains and Hills
2012.909090909091,178.0337079502067,2012,11,Acadian Plains and Hills
2012.99,178.0389697731366,2012,12,Acadian Plains and Hills
2013.1,178.04612348745707,2013,1,Acadian Plains and Hills
2013.1809090909092,178.051385310387,2013,2,Acadian Plains and Hills
2013.2618181818182,178.05664713331691,2013,3,Acadian Plains and Hills
2013.3427272727272,178.06190895624684,2013,4,Acadian Plains and Hills
2013.4236363636364,178.0671707791768,2013,5,Acadian Plains and Hills
2013.5045454545455,178.0724326021067,2013,6,Acadian Plains and Hills
2013.5854545454545,178.0776944250366,2013,7,Acadian Plains and Hills
2013.6663636363637,178.08295624796656,2013,8,Acadian Plains and Hills
2013.7472727272727,178.0882180708965,2013,9,Acadian Plains and Hills
2013.8281818181817,178.09347989382638,2013,10,Acadian Plains and Hills
2013.909090909091,178.09874171675634,2013,11,Acadian Plains and Hills
2013.99,178.10400353968626,2013,12,Acadian Plains and Hills
2014.1,178.1111572540067,2014,1,Acadian Plains and Hills
2014.1809090909092,178.11641907693664,2014,2,Acadian Plains and Hills
2014.2618181818182,178.12168089986656,2014,3,Acadian Plains and Hills
2014.3427272727272,178.12694272279649,2014,4,Acadian Plains and Hills
2014.4236363636364,178.1322045457264,2014,5,Acadian Plains and Hills
2014.5045454545455,178.13746636865633,2014,6,Acadian Plains and Hills
2014.5854545454545,178.14272819158626,2014,7,Acadian Plains and Hills
2014.6663636363637,178.14799001451618,2014,8,Acadian Plains and Hills
2014.7472727272727,178.1532518374461,2014,9,Acadian Plains and Hills
2014.8281818181817,178.15851366037603,2014,10,Acadian Plains and Hills
2014.909090909091,178.16377548330598,2014,11,Acadian Plains and Hills
2014.99,178.16903730623588,2014,12,Acadian Plains and Hills
2015.1,178.17619102055636,2015,1,Acadian Plains and Hills
2015.1809090909092,178.18145284348628,2015,2,Acadian Plains and Hills
2015.2618181818182,178.1867146664162,2015,3,Acadian Plains and Hills
2015.3427272727272,178.19197648934613,2015,4,Acadian Plains and Hills
2015.4236363636364,178.19723831227606,2015,5,Acadian Plains and Hills
2015.5045454545455,178.20250013520598,2015,6,Acadian Plains and Hills
2015.5854545454545,178.2077619581359,2015,7,Acadian Plains and Hills
2015.6663636363637,178.21302378106583,2015,8,Acadian Plains and Hills
2015.7472727272727,178.21828560399575,2015,9,Acadian Plains and Hills
2015.8281818181817,178.22354742692568,2015,10,Acadian Plains and Hills
2015.909090909091,178.2288092498556,2015,11,Acadian Plains and Hills
2015.99,178.23407107278553,2015,12,Acadian Plains and Hills
2016.1,178.24122478710598,2016,1,Acadian Plains and Hills
2016.1809090909092,178.24648661003593,2016,2,Acadian Plains and Hills
2016.2618181818182,178.25174843296583,2016,3,Acadian Plains and Hills
2016.3427272727272,178.25701025589575,2016,4,Acadian Plains and Hills
2016.4236363636364,178.2622720788257,2016,5,Acadian Plains and Hills
2016.5045454545455,178.26753390175563,2016,6,Acadian Plains and Hills
2016.5854545454545,178.27279572468555,2016,7,Acadian Plains and Hills
2016.6663636363637,178.27805754761548,2016,8,Acadian Plains and Hills
2016.7472727272727,178.2833193705454,2016,9,Acadian Plains and Hills
2016.8281818181817,178.28858119347532,2016,10,Acadian Plains and Hills
2016.909090909091,178.29384301640525,2016,11,Acadian Plains and Hills
2016.99,178.29910483933517,2016,12,Acadian Plains and Hills
2017.1,178.30625855365562,2017,1,Acadian Plains and Hills
2017.1809090909092,178.31152037658555,2017,2,Acadian Plains and Hills
2017.2618181818182,178.31678219951547,2017,3,Acadian Plains and Hills
2017.3427272727272,178.3220440224454,2017,4,Acadian Plains and Hills
2017.4236363636364,178.32730584537532,2017,5,Acadian Plains and Hills
2017.5045454545455,178.33256766830524,2017,6,Acadian Plains and Hills
2017.5854545454545,178.33782949123517,2017,7,Acadian Plains and Hills
2017.6663636363637,178.34309131416512,2017,8,Acadian Plains and Hills
2017.7472727272727,178.34835313709502,2017,9,Acadian Plains and Hills
2017.8281818181817,178.35361496002494,2017,10,Acadian Plains and Hills
2017.909090909091,178.3588767829549,2017,11,Acadian Plains and Hills
2017.99,178.36413860588482,2017,12,Acadian Plains and Hills
2018.1,178.37129232020527,2018,1,Acadian Plains and Hills
2018.1809090909092,178.3765541431352,2018,2,Acadian Plains and Hills
2018.2618181818182,178.38181596606512,2018,3,Acadian Plains and Hills
2018.3427272727272,178.38707778899504,2018,4,Acadian Plains and Hills
2018.4236363636364,178.39233961192497,2018,5,Acadian Plains and Hills
2018.5045454545455,178.3976014348549,2018,6,Acadian Plains and Hills
2018.5854545454545,178.40286325778482,2018,7,Acadian Plains and Hills
2018.6663636363637,178.40812508071474,2018,8,Acadian Plains and Hills
2018.7472727272727,178.41338690364466,2018,9,Acadian Plains and Hills
2018.8281818181817,178.4186487265746,2018,10,Acadian Plains and Hills
2018.909090909091,178.4239105495045,2018,11,Acadian Plains and Hills
2018.99,178.42917237243444,2018,12,Acadian Plains and Hills
2019.1,178.4363260867549,2019,1,Acadian Plains and Hills
2019.1809090909092,178.44158790968484,2019,2,Acadian Plains and Hills
2019.2618181818182,178.44684973261477,2019,3,Acadian Plains and Hills
2019.3427272727272,178.4521115555447,2019,4,Acadian Plains and Hills
2019.4236363636364,178.4573733784746,2019,5,Acadian Plains and Hills
2019.5045454545455,178.46263520140454,2019,6,Acadian Plains and Hills
2019.5854545454545,178.46789702433446,2019,7,Acadian Plains and Hills
2019.6663636363637,178.4731588472644,2019,8,Acadian Plains and Hills
2019.7472727272727,178.4784206701943,2019,9,Acadian Plains and Hills
2019.8281818181817,178.48368249312423,2019,10,Acadian Plains and Hills
2019.909090909091,178.48894431605416,2019,11,Acadian Plains and Hills
2019.99,178.49420613898408,2019,12,Acadian Plains and Hills
2020.1,178.50135985330454,2020,1,Acadian Plains and Hills
2020.1809090909092,178.5066216762345,2020,2,Acadian Plains and Hills
2020.2618181818182,178.51188349916438,2020,3,Acadian Plains and Hills
2020.3427272727272,178.5171453220943,2020,4,Acadian Plains and Hills
2020.4236363636364,178.52240714502426,2020,5,Acadian Plains and Hills
2020.5045454545455,178.52766896795418,2020,6,Acadian Plains and Hills
2020.5854545454545,178.53293079088408,2020,7,Acadian Plains and Hills
2020.6663636363637,178.53819261381403,2020,8,Acadian Plains and Hills
2020.7472727272727,178.54345443674396,2020,9,Acadian Plains and Hills
2020.8281818181817,178.54871625967388,2020,10,Acadian Plains and Hills
2020.909090909091,178.5539780826038,2020,11,Acadian Plains and Hills
2020.99,178.55923990553373,2020,12,Acadian Plains and Hills
1990.1,123.02782835254206,1990,1,Arizona/New Mexico Mountains
1990.1809090909092,123.24381767349021,1990,2,Arizona/New Mexico Mountains
1990.2618181818182,123.45980699443777,1990,3,Arizona/New Mexico Mountains
1990.3427272727272,123.67579631538533,1990,4,Arizona/New Mexico Mountains
1990.4236363636364,123.8917856363335,1990,5,Arizona/New Mexico Mountains
1990.5045454545455,124.10777495728105,1990,6,Arizona/New Mexico Mountains
1990.5854545454545,124.32376427822861,1990,7,Arizona/New Mexico Mountains
1990.6663636363637,124.53975359917676,1990,8,Arizona/New Mexico Mountains
1990.7472727272727,124.75574292012432,1990,9,Arizona/New Mexico Mountains
1990.8281818181817,124.97173224107188,1990,10,Arizona/New Mexico Mountains
1990.909090909091,125.18772156202004,1990,11,Arizona/New Mexico Mountains
1990.99,125.40371088296759,1990,12,Arizona/New Mexico Mountains
1991.1,125.69735928560416,1991,1,Arizona/New Mexico Mountains
1991.1809090909092,125.91334860655232,1991,2,Arizona/New Mexico Mountains
1991.2618181818182,126.12933792749988,1991,3,Arizona/New Mexico Mountains
1991.3427272727272,126.34532724844743,1991,4,Arizona/New Mexico Mountains
1991.4236363636364,126.56131656939559,1991,5,Arizona/New Mexico Mountains
1991.5045454545455,126.77730589034314,1991,6,Arizona/New Mexico Mountains
1991.5854545454545,126.9932952112907,1991,7,Arizona/New Mexico Mountains
1991.6663636363637,127.20928453223887,1991,8,Arizona/New Mexico Mountains
1991.7472727272727,127.42527385318643,1991,9,Arizona/New Mexico Mountains
1991.8281818181817,127.64126317413398,1991,10,Arizona/New Mexico Mountains
1991.909090909091,127.85725249508214,1991,11,Arizona/New Mexico Mountains
1991.99,128.0732418160297,1991,12,Arizona/New Mexico Mountains
1992.1,128.36689021866627,1992,1,Arizona/New Mexico Mountains
1992.1809090909092,128.58287953961442,1992,2,Arizona/New Mexico Mountains
1992.2618181818182,128.79886886056198,1992,3,Arizona/New Mexico Mountains
1992.3427272727272,129.01485818150954,1992,4,Arizona/New Mexico Mountains
1992.4236363636364,129.2308475024577,1992,5,Arizona/New Mexico Mountains
1992.5045454545455,129.44683682340525,1992,6,Arizona/New Mexico Mountains
1992.5854545454545,129.6628261443528,1992,7,Arizona/New Mexico Mountains
1992.6663636363637,129.87881546530096,1992,8,Arizona/New Mexico Mountains
1992.7472727272727,130.09480478624852,1992,9,Arizona/New Mexico Mountains
1992.8281818181817,130.31079410719607,1992,10,Arizona/New Mexico Mountains
1992.909090909091,130.52678342814426,1992,11,Arizona/New Mexico Mountains
1992.99,130.7427727490918,1992,12,Arizona/New Mexico Mountains
1993.1,131.03642115172838,1993,1,Arizona/New Mexico Mountains
1993.1809090909092,131.25241047267653,1993,2,Arizona/New Mexico Mountains
1993.2618181818182,131.4683997936241,1993,3,Arizona/New Mexico Mountains
1993.3427272727272,131.68438911457164,1993,4,Arizona/New Mexico Mountains
1993.4236363636364,131.9003784355198,1993,5,Arizona/New Mexico Mountains
1993.5045454545455,132.11636775646735,1993,6,Arizona/New Mexico Mountains
1993.5854545454545,132.3323570774149,1993,7,Arizona/New Mexico Mountains
1993.6663636363637,132.54834639836307,1993,8,Arizona/New Mexico Mountains
