NA_L3NAME,variable,year,month,value
Southwestern Appalachians,erc,1983,Jan,12.935587736040272
Southwestern Tablelands,erc,1983,Jan,27.684901322242144
Strait of Georgia/Puget Lowland,erc,1983,Jan,0.4119539810089102
Texas Blackland Prairies,erc,1983,Jan,23.915452209220923
Wasatch and Uinta Mountains,erc,1983,Jan,20.972986501846368
Western Allegheny Plateau,erc,1983,Jan,18.312890096108926
Western Corn Belt Plains,erc,1983,Jan,14.218496371034602
Western Gulf Coastal Plain,erc,1983,Jan,20.050732336925464
Willamette Valley,erc,1983,Jan,0.48830769544673436
Wyoming Basin,erc,1983,Jan,26.395032052530738
Acadian Plains and Hills,erc,1983,Feb,20.520736568432135
Arizona/New Mexico Mountains,erc,1983,Feb,26.674477395742628
Arizona/New Mexico Plateau,erc,1983,Feb,26.738025980381817
Arkansas Valley,erc,1983,Feb,20.354157523428945
Aspen Parkland/Northern Glaciated Plains,erc,1983,Feb,22.040787714349495
Atlantic Coastal Pine Barrens,erc,1983,Feb,20.73474092268553
Blue Mountains,erc,1983,Feb,10.600043076470627
Blue Ridge,erc,1983,Feb,17.93718433664064
Boston Mountains,erc,1983,Feb,21.945302859519703
"California Coastal Sage, Chaparral, and Oak Woodlands",erc,1983,Feb,8.043249290275906
Canadian Rockies,erc,1983,Feb,8.71420479698101
Cascades,erc,1983,Feb,1.6624990669003585
Central Appalachians,erc,1983,Feb,18.57279401306475
Central Basin and Range,erc,1983,Feb,20.87189070190839
Central California Valley,erc,1983,Feb,7.1139998931804245
Central Corn Belt Plains,erc,1983,Feb,18.029142124015525
Central Great Plains,erc,1983,Feb,20.307709301548933
Central Irregular Plains,erc,1983,Feb,20.65690474336582
Chihuahuan Deserts,erc,1983,Feb,37.893310784470074
Coast Range,erc,1983,Feb,0.35547095432864934
Colorado Plateaus,erc,1983,Feb,26.031587975710153
Columbia Mountains/Northern Rockies,erc,1983,Feb,6.907590387788343
Columbia Plateau,erc,1983,Feb,9.342059827448422
Cross Timbers,erc,1983,Feb,20.619501873424383
Driftless Area,erc,1983,Feb,18.028899298495933
East Central Texas Plains,erc,1983,Feb,21.048682039377127
Eastern Cascades Slopes and Foothills,erc,1983,Feb,5.173893811797674
Eastern Corn Belt Plains,erc,1983,Feb,20.257107791583703
Eastern Great Lakes Lowlands,erc,1983,Feb,23.085687019260785
Edwards Plateau,erc,1983,Feb,27.104259704094112
Erie Drift Plain,erc,1983,Feb,22.48177918167712
Flint Hills,erc,1983,Feb,17.809638332474755
High Plains,erc,1983,Feb,28.162366706285866
Huron/Erie Lake Plains,erc,1983,Feb,20.079388794970157
Idaho Batholith,erc,1983,Feb,7.494208494109558
Interior Plateau,erc,1983,Feb,18.09601500258781
Interior River Valleys and Hills,erc,1983,Feb,20.959020211726386
Klamath Mountains,erc,1983,Feb,1.876078460406553
Lake Manitoba and Lake Agassiz Plain,erc,1983,Feb,26.22143316575766
Madrean Archipelago,erc,1983,Feb,30.48634070141585
Middle Atlantic Coastal Plain,erc,1983,Feb,17.279951425039695
Middle Rockies,erc,1983,Feb,19.415563947538747
Mississippi Alluvial Plain,erc,1983,Feb,16.4469373738941
Mississippi Valley Loess Plains,erc,1983,Feb,15.407849980288844
Mojave Basin and Range,erc,1983,Feb,38.967860572962884
Nebraska Sand Hills,erc,1983,Feb,27.70367970593116
North Cascades,erc,1983,Feb,2.2406350693024724
North Central Appalachians,erc,1983,Feb,24.116438065174123
North Central Hardwood Forests,erc,1983,Feb,21.50649073885153
Northeastern Coastal Zone,erc,1983,Feb,22.530210512516692
Northern Allegheny Plateau,erc,1983,Feb,22.96352894829302
Northern Appalachian and Atlantic Maritime Highlands,erc,1983,Feb,21.250626950743666
Northern Basin and Range,erc,1983,Feb,14.05785431475982
Northern Lakes and Forests,erc,1983,Feb,21.551085866888055
Northern Minnesota Wetlands,erc,1983,Feb,25.13227677464485
Northern Piedmont,erc,1983,Feb,22.971772984638655
Northwestern Glaciated Plains,erc,1983,Feb,23.624687612314933
Northwestern Great Plains,erc,1983,Feb,28.385945232516782
Ouachita Mountains,erc,1983,Feb,17.962476483771674
Ozark Highlands,erc,1983,Feb,23.432219840231397
Piedmont,erc,1983,Feb,18.59156228576056
Ridge and Valley,erc,1983,Feb,19.773883804635673
Sierra Nevada,erc,1983,Feb,7.060694955310712
Snake River Plain,erc,1983,Feb,14.348016109004199
Sonoran Desert,erc,1983,Feb,41.549281627039086
South Central Plains,erc,1983,Feb,16.095957657923627
Southeastern Plains,erc,1983,Feb,16.232568240536107
Southeastern Wisconsin Till Plains,erc,1983,Feb,18.70954521259148
Southern and Baja California Pine-Oak Mountains,erc,1983,Feb,17.23997565562075
Southern Coastal Plain,erc,1983,Feb,15.455215424570664
Southern Florida Coastal Plain,erc,1983,Feb,12.736455309958686
Southern Michigan/Northern Indiana Drift Plains,erc,1983,Feb,18.885515229874184
Southern Rockies,erc,1983,Feb,21.19416591785613
Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,erc,1983,Feb,29.366601828638533
Southwestern Appalachians,erc,1983,Feb,14.548873030163326
Southwestern Tablelands,erc,1983,Feb,25.524663210896307
Strait of Georgia/Puget Lowland,erc,1983,Feb,1.2889205533964676
Texas Blackland Prairies,erc,1983,Feb,21.474030079978775
Wasatch and Uinta Mountains,erc,1983,Feb,17.329668348696735
Western Allegheny Plateau,erc,1983,Feb,19.152967704532102
Western Corn Belt Plains,erc,1983,Feb,18.575298199204884
Western Gulf Coastal Plain,erc,1983,Feb,18.666716811855977
Willamette Valley,erc,1983,Feb,1.0046535666642908
Wyoming Basin,erc,1983,Feb,23.942956229198266
Acadian Plains and Hills,erc,1983,Mar,20.271529198006064
Arizona/New Mexico Mountains,erc,1983,Mar,28.755342794006694
Arizona/New Mexico Plateau,erc,1983,Mar,28.42095184473361
Arkansas Valley,erc,1983,Mar,28.852568564857524
Aspen Parkland/Northern Glaciated Plains,erc,1983,Mar,17.689074129426526
Atlantic Coastal Pine Barrens,erc,1983,Mar,15.618521963963744
Blue Mountains,erc,1983,Mar,9.255070065292797
Blue Ridge,erc,1983,Mar,20.00955616482847
Boston Mountains,erc,1983,Mar,29.49854463169395
"California Coastal Sage, Chaparral, and Oak Woodlands",erc,1983,Mar,3.4579532617900064
Canadian Rockies,erc,1983,Mar,7.800336227248622
Cascades,erc,1983,Mar,0.44832126153725593
Central Appalachians,erc,1983,Mar,24.226479953385226
Central Basin and Range,erc,1983,Mar,17.540170607454826
Central California Valley,erc,1983,Mar,4.994197336861128
Central Corn Belt Plains,erc,1983,Mar,23.007334489899396
Central Great Plains,erc,1983,Mar,26.764180496189393
Central Irregular Plains,erc,1983,Mar,27.303765403612573
Chihuahuan Deserts,erc,1983,Mar,48.437113849140474
Coast Range,erc,1983,Mar,0.06545312147959437
Colorado Plateaus,erc,1983,Mar,25.51982022263707
Columbia Mountains/Northern Rockies,erc,1983,Mar,9.310136138050122
Columbia Plateau,erc,1983,Mar,12.815843499304348
Cross Timbers,erc,1983,Mar,28.721658794154543
Driftless Area,erc,1983,Mar,22.43011106803769
East Central Texas Plains,erc,1983,Mar,27.47237075164644
Eastern Cascades Slopes and Foothills,erc,1983,Mar,4.009458555997648
Eastern Corn Belt Plains,erc,1983,Mar,27.271476944047517
Eastern Great Lakes Lowlands,erc,1983,Mar,23.726175802172595
Edwards Plateau,erc,1983,Mar,34.240605610859916
Erie Drift Plain,erc,1983,Mar,27.004463910932017
Flint Hills,erc,1983,Mar,26.967004817290544
High Plains,erc,1983,Mar,32.294895070396876
Huron/Erie Lake Plains,erc,1983,Mar,25.08770661852253
Idaho Batholith,erc,1983,Mar,7.087371355703185
Interior Plateau,erc,1983,Mar,27.27925038754824
Interior River Valleys and Hills,erc,1983,Mar,25.950901532536903
Klamath Mountains,erc,1983,Mar,0.4823533204503166
Lake Manitoba and Lake Agassiz Plain,erc,1983,Mar,24.050026974622806
Madrean Archipelago,erc,1983,Mar,34.70406406269476
Middle Atlantic Coastal Plain,erc,1983,Mar,18.23062037471468
Middle Rockies,erc,1983,Mar,18.707358764267134
Mississippi Alluvial Plain,erc,1983,Mar,25.86078827871996
Mississippi Valley Loess Plains,erc,1983,Mar,23.98162882522946
Mojave Basin and Range,erc,1983,Mar,34.16877449019496
Nebraska Sand Hills,erc,1983,Mar,25.361178532379927
North Cascades,erc,1983,Mar,3.2777558730817153
North Central Appalachians,erc,1983,Mar,25.38635654034822
North Central Hardwood Forests,erc,1983,Mar,21.91965648034364
Northeastern Coastal Zone,erc,1983,Mar,16.38393991432433
Northern Allegheny Plateau,erc,1983,Mar,24.675666445017026
Northern Appalachian and Atlantic Maritime Highlands,erc,1983,Mar,19.196801518301566
Northern Basin and Range,erc,1983,Mar,11.514182962953674
Northern Lakes and Forests,erc,1983,Mar,23.296839419568123
Northern Minnesota Wetlands,erc,1983,Mar,30.686471779346466
Northern Piedmont,erc,1983,Mar,23.984378180913705
Northwestern Glaciated Plains,erc,1983,Mar,20.97731132818754
Northwestern Great Plains,erc,1983,Mar,26.713112915640842
Ouachita Mountains,erc,1983,Mar,26.71931240182174
Ozark Highlands,erc,1983,Mar,29.71732158887954
Piedmont,erc,1983,Mar,20.8217847816826
Ridge and Valley,erc,1983,Mar,23.715734007188352
Sierra Nevada,erc,1983,Mar,2.5505951493266887
Snake River Plain,erc,1983,Mar,14.55631972086903
Sonoran Desert,erc,1983,Mar,41.62129756256654
South Central Plains,erc,1983,Mar,25.188148980147506
Southeastern Plains,erc,1983,Mar,18.556530316670734
Southeastern Wisconsin Till Plains,erc,1983,Mar,20.19708970349706
Southern and Baja California Pine-Oak Mountains,erc,1983,Mar,10.465762452103874
Southern Coastal Plain,erc,1983,Mar,16.97816308302213
Southern Florida Coastal Plain,erc,1983,Mar,16.64699915477208
Southern Michigan/Northern Indiana Drift Plains,erc,1983,Mar,24.094492825127162
Southern Rockies,erc,1983,Mar,18.71487650297484
Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,erc,1983,Mar,35.91701648258927
Southwestern Appalachians,erc,1983,Mar,21.287102715510674
Southwestern Tablelands,erc,1983,Mar,33.71438858857893
Strait of Georgia/Puget Lowland,erc,1983,Mar,2.8544498908945846
Texas Blackland Prairies,erc,1983,Mar,28.294811958790632
Wasatch and Uinta Mountains,erc,1983,Mar,12.527176310625881
Western Allegheny Plateau,erc,1983,Mar,26.567702532300153
Western Corn Belt Plains,erc,1983,Mar,20.784120502234902
Western Gulf Coastal Plain,erc,1983,Mar,26.449998816376073
Willamette Valley,erc,1983,Mar,0.2052573586323885
Wyoming Basin,erc,1983,Mar,24.70072755777103
Acadian Plains and Hills,erc,1983,Apr,18.621247950210947
Arizona/New Mexico Mountains,erc,1983,Apr,45.32285728601168
Arizona/New Mexico Plateau,erc,1983,Apr,45.31053069571085
Arkansas Valley,erc,1983,Apr,26.011882811290175
Aspen Parkland/Northern Glaciated Plains,erc,1983,Apr,28.191475159916134
Atlantic Coastal Pine Barrens,erc,1983,Apr,15.514788265111017
Blue Mountains,erc,1983,Apr,21.712499096505017
Blue Ridge,erc,1983,Apr,17.97485423576091
Boston Mountains,erc,1983,Apr,23.455253379453982
"California Coastal Sage, Chaparral, and Oak Woodlands",erc,1983,Apr,17.74195553986682
Canadian Rockies,erc,1983,Apr,19.906696892576996
Cascades,erc,1983,Apr,6.431231474654953
Central Appalachians,erc,1983,Apr,21.56472342547005
Central Basin and Range,erc,1983,Apr,29.71666756142226
Central California Valley,erc,1983,Apr,24.691311801232604
Central Corn Belt Plains,erc,1983,Apr,20.212650516111193
Central Great Plains,erc,1983,Apr,33.0889768703111
Central Irregular Plains,erc,1983,Apr,21.924340781630054
Chihuahuan Deserts,erc,1983,Apr,62.06008543434249
Coast Range,erc,1983,Apr,3.247132917280948
Colorado Plateaus,erc,1983,Apr,41.1380106761335
Columbia Mountains/Northern Rockies,erc,1983,Apr,23.459181028954877
Columbia Plateau,erc,1983,Apr,28.904627318573812
Cross Timbers,erc,1983,Apr,37.56576684495366
Driftless Area,erc,1983,Apr,24.537398916776063
East Central Texas Plains,erc,1983,Apr,41.474673272121876
Eastern Cascades Slopes and Foothills,erc,1983,Apr,16.64700099486517
Eastern Corn Belt Plains,erc,1983,Apr,21.87218026650276
Eastern Great Lakes Lowlands,erc,1983,Apr,17.33159032559577
Edwards Plateau,erc,1983,Apr,49.842538345866444
Erie Drift Plain,erc,1983,Apr,21.897597913517963
Flint Hills,erc,1983,Apr,23.745680513685894
High Plains,erc,1983,Apr,38.4511419747166
Huron/Erie Lake Plains,erc,1983,Apr,21.916815905310028
Idaho Batholith,erc,1983,Apr,19.700319944412065
Interior Plateau,erc,1983,Apr,20.236633350437994
Interior River Valleys and Hills,erc,1983,Apr,20.29481739343122
Klamath Mountains,erc,1983,Apr,7.830997665832549
Lake Manitoba and Lake Agassiz Plain,erc,1983,Apr,34.99889532725016
Madrean Archipelago,erc,1983,Apr,58.482858899539494
Middle Atlantic Coastal Plain,erc,1983,Apr,21.559844054622207
Middle Rockies,erc,1983,Apr,25.62906014201552
Mississippi Alluvial Plain,erc,1983,Apr,21.826256132155073
Mississippi Valley Loess Plains,erc,1983,Apr,19.177716465726643
Mojave Basin and Range,erc,1983,Apr,54.02244072632436
Nebraska Sand Hills,erc,1983,Apr,30.78242192012785
North Cascades,erc,1983,Apr,15.321428576974492
North Central Appalachians,erc,1983,Apr,19.369625592577286
North Central Hardwood Forests,erc,1983,Apr,27.901422427649887
Northeastern Coastal Zone,erc,1983,Apr,16.951343576426268
Northern Allegheny Plateau,erc,1983,Apr,17.804898607836794
Northern Appalachian and Atlantic Maritime Highlands,erc,1983,Apr,15.564707839393996
Northern Basin and Range,erc,1983,Apr,22.437713631574354
Northern Lakes and Forests,erc,1983,Apr,28.634186093803514
Northern Minnesota Wetlands,erc,1983,Apr,39.011958377361296
Northern Piedmont,erc,1983,Apr,19.43754364959349
Northwestern Glaciated Plains,erc,1983,Apr,34.68032878464518
Northwestern Great Plains,erc,1983,Apr,36.41707310009355
Ouachita Mountains,erc,1983,Apr,24.391118427326806
Ozark Highlands,erc,1983,Apr,23.341618399822575
Piedmont,erc,1983,Apr,21.86479599472831
Ridge and Valley,erc,1983,Apr,18.99135712766398
Sierra Nevada,erc,1983,Apr,12.763164592070096
Snake River Plain,erc,1983,Apr,29.61973323638194
Sonoran Desert,erc,1983,Apr,66.08306571679634
South Central Plains,erc,1983,Apr,29.498414395704803
Southeastern Plains,erc,1983,Apr,20.248936127927525
Southeastern Wisconsin Till Plains,erc,1983,Apr,24.537408490856727
Southern and Baja California Pine-Oak Mountains,erc,1983,Apr,26.07958337285302
Southern Coastal Plain,erc,1983,Apr,22.80820972386543
Southern Florida Coastal Plain,erc,1983,Apr,23.118622450601485
Southern Michigan/Northern Indiana Drift Plains,erc,1983,Apr,21.651223659944062
Southern Rockies,erc,1983,Apr,25.136768142003426
Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,erc,1983,Apr,51.211822239985054
Southwestern Appalachians,erc,1983,Apr,17.74129100446868
Southwestern Tablelands,erc,1983,Apr,41.92064618266889
Strait of Georgia/Puget Lowland,erc,1983,Apr,11.197035189182285
Texas Blackland Prairies,erc,1983,Apr,42.42681898159021
Wasatch and Uinta Mountains,erc,1983,Apr,21.47940397580579
Western Allegheny Plateau,erc,1983,Apr,20.10396470557405
Western Corn Belt Plains,erc,1983,Apr,23.70524993005394
Western Gulf Coastal Plain,erc,1983,Apr,37.043935243286704
Willamette Valley,erc,1983,Apr,5.843984826767457
Wyoming Basin,erc,1983,Apr,28.339723353806765
Acadian Plains and Hills,erc,1983,May,16.9215848365245
Arizona/New Mexico Mountains,erc,1983,May,69.46886264350297
Arizona/New Mexico Plateau,erc,1983,May,66.11571237518119
Arkansas Valley,erc,1983,May,17.57935644500301
Aspen Parkland/Northern Glaciated Plains,erc,1983,May,37.859561248452145
Atlantic Coastal Pine Barrens,erc,1983,May,19.4805658830971
Blue Mountains,erc,1983,May,30.53569370268132
Blue Ridge,erc,1983,May,19.886730616803412
Boston Mountains,erc,1983,May,16.377566892814873
"California Coastal Sage, Chaparral, and Oak Woodlands",erc,1983,May,32.28874458227069
Canadian Rockies,erc,1983,May,26.68251146218568
Cascades,erc,1983,May,18.05730829870183
Central Appalachians,erc,1983,May,18.571426079743855
Central Basin and Range,erc,1983,May,40.39499979764183
Central California Valley,erc,1983,May,43.86555589278189
Central Corn Belt Plains,erc,1983,May,21.893704682677235
Central Great Plains,erc,1983,May,31.36663767035816
Central Irregular Plains,erc,1983,May,21.02377259067179
Chihuahuan Deserts,erc,1983,May,76.23106472727316
Coast Range,erc,1983,May,13.442943433416273
Colorado Plateaus,erc,1983,May,53.31451414533961
Columbia Mountains/Northern Rockies,erc,1983,May,33.06847315798004
Columbia Plateau,erc,1983,May,40.28070135757332
Cross Timbers,erc,1983,May,28.110274515602974
Driftless Area,erc,1983,May,23.265658378601074
East Central Texas Plains,erc,1983,May,29.295658190128634
Eastern Cascades Slopes and Foothills,erc,1983,May,29.638871433179286
Eastern Corn Belt Plains,erc,1983,May,18.40773318343292
Eastern Great Lakes Lowlands,erc,1983,May,16.687983259535926
Edwards Plateau,erc,1983,May,42.350090900959124
Erie Drift Plain,erc,1983,May,17.655251446716466
Flint Hills,erc,1983,May,24.347681036356768
High Plains,erc,1983,May,40.9157868511738
Huron/Erie Lake Plains,erc,1983,May,21.130219871843632
Idaho Batholith,erc,1983,May,26.947844435211746
Interior Plateau,erc,1983,May,12.366537985156821
Interior River Valleys and Hills,erc,1983,May,18.10054136043448
Klamath Mountains,erc,1983,May,25.881171506844165
Lake Manitoba and Lake Agassiz Plain,erc,1983,May,41.85600115556361
Madrean Archipelago,erc,1983,May,82.9146153473657
Middle Atlantic Coastal Plain,erc,1983,May,26.791667533793543
Middle Rockies,erc,1983,May,28.59569255711194
Mississippi Alluvial Plain,erc,1983,May,19.01275895988824
Mississippi Valley Loess Plains,erc,1983,May,16.588857138555763
Mojave Basin and Range,erc,1983,May,72.41882184768463
Nebraska Sand Hills,erc,1983,May,29.0962240428749
North Cascades,erc,1983,May,25.74060150824095
North Central Appalachians,erc,1983,May,18.830313996416358
North Central Hardwood Forests,erc,1983,May,30.481507286089936
Northeastern Coastal Zone,erc,1983,May,19.406304055132757
Northern Allegheny Plateau,erc,1983,May,17.81543669566991
Northern Appalachian and Atlantic Maritime Highlands,erc,1983,May,13.988067899151627
Northern Basin and Range,erc,1983,May,28.542132642623997
Northern Lakes and Forests,erc,1983,May,31.91318917771335
Northern Minnesota Wetlands,erc,1983,May,42.8042741560936
Northern Piedmont,erc,1983,May,23.042199236791838
Northwestern Glaciated Plains,erc,1983,May,39.2829890111334
Northwestern Great Plains,erc,1983,May,36.081453501235906
Ouachita Mountains,erc,1983,May,13.842126494018656
Ozark Highlands,erc,1983,May,18.69894031422786
Piedmont,erc,1983,May,26.292604286253628
Ridge and Valley,erc,1983,May,20.1997734718522
Sierra Nevada,erc,1983,May,28.516005807832258
Snake River Plain,erc,1983,May,35.68505992343493
Sonoran Desert,erc,1983,May,82.84539382366006
South Central Plains,erc,1983,May,19.881147423982053
Southeastern Plains,erc,1983,May,24.37449073536775
Southeastern Wisconsin Till Plains,erc,1983,May,24.44060268706666
Southern and Baja California Pine-Oak Mountains,erc,1983,May,42.385960427197546
Southern Coastal Plain,erc,1983,May,29.688637904689053
Southern Florida Coastal Plain,erc,1983,May,29.937294241522444
Southern Michigan/Northern Indiana Drift Plains,erc,1983,May,22.856264556779596
Southern Rockies,erc,1983,May,33.45227252383947
Southern Texas Plains/Interior Plains and Hills with Xerophytic Shrub and Oak Forest,erc,1983,May,42.44130126219322
Southwestern Appalachians,erc,1983,May,15.465367856767053
Southwestern Tablelands,erc,1983,May,48.01176665249059
Strait of Georgia/Puget Lowland,erc,1983,May,20.617595774079003
Texas Blackland Prairies,erc,1983,May,29.29033622160781
Wasatch and Uinta Mountains,erc,1983,May,26.675884400672334
Western Allegheny Plateau,erc,1983,May,16.68877209820718
Western Corn Belt Plains,erc,1983,May,26.706880387032175
Western Gulf Coastal Plain,erc,1983,May,29.22388869912311
Willamette Valley,erc,1983,May,18.19585015238749
Wyoming Basin,erc,1983,May,32.34035691596822
Acadian Plains and Hills,erc,1983,Jun,28.655851115460074
Arizona/New Mexico Mountains,erc,1983,Jun,80.55502719372234
Arizona/New Mexico Plateau,erc,1983,Jun,75.67912464443017
Arkansas Valley,erc,1983,Jun,22.565068648794934
Aspen Parkland/Northern Glaciated Plains,erc,1983,Jun,36.778387383643974
Atlantic Coastal Pine Barrens,erc,1983,Jun,23.885621575058483
Blue Mountains,erc,1983,Jun,40.47900064818797
Blue Ridge,erc,1983,Jun,17.796762174152732
Boston Mountains,erc,1983,Jun,20.839513825839767
"California Coastal Sage, Chaparral, and Oak Woodlands",erc,1983,Jun,49.909765970155256
Canadian Rockies,erc,1983,Jun,30.461480356775382
Cascades,erc,1983,Jun,27.471454719047408
Central Appalachians,erc,1983,Jun,20.33953361475028
Central Basin and Range,erc,1983,Jun,54.429836250049156
Central California Valley,erc,1983,Jun,62.58903572737908
Central Corn Belt Plains,erc,1983,Jun,30.345707618577197
Central Great Plains,erc,1983,Jun,27.11900078163397
Central Irregular Plains,erc,1983,Jun,25.077360240770616
Chihuahuan Deserts,erc,1983,Jun,69.85062952195702
Coast Range,erc,1983,Jun,19.673538268116726
Colorado Plateaus,erc,1983,Jun,64.05121656081532
Columbia Mountains/Northern Rockies,erc,1983,Jun,33.66625014932506
Columbia Plateau,erc,1983,Jun,48.240306911543094
Cross Timbers,erc,1983,Jun,25.165076775122106
Driftless Area,erc,1983,Jun,33.217770465162936
East Central Texas Plains,erc,1983,Jun,25.186996147620814
Eastern Cascades Slopes and Foothills,erc,1983,Jun,40.92453296852675
Eastern Corn Belt Plains,erc,1983,Jun,28.318737391978953
Eastern Great Lakes Lowlands,erc,1983,Jun,28.176921131046672
Edwards Plateau,erc,1983,Jun,30.79264090291802
Erie Drift Plain,erc,1983,Jun,26.75925153328918
Flint Hills,erc,1983,Jun,22.672840241129972
High Plains,erc,1983,Jun,33.69116630772015
Huron/Erie Lake Plains,erc,1983,Jun,29.155223889137382
Idaho Batholith,erc,1983,Jun,35.62994022133315
Interior Plateau,erc,1983,Jun,20.797343323608796
Interior River Valleys and Hills,erc,1983,Jun,26.594405899894387
Klamath Mountains,erc,1983,Jun,47.40340340085773
Lake Manitoba and Lake Agassiz Plain,erc,1983,Jun,36.39857354342094
Madrean Archipelago,erc,1983,Jun,90.16461584828555
Middle Atlantic Coastal Plain,erc,1983,Jun,22.334474032127112
Middle Rockies,erc,1983,Jun,31.667941821332594
Mississippi Alluvial Plain,erc,1983,Jun,20.225638278120872
Mississippi Valley Loess Plains,erc,1983,Jun,18.499172122530297
Mojave Basin and Range,erc,1983,Jun,90.13734354719541
Nebraska Sand Hills,erc,1983,Jun,28.796164947906313
North Cascades,erc,1983,Jun,30.14489351358629
North Central Appalachians,erc,1983,Jun,22.311292277442085
North Central Hardwood Forests,erc,1983,Jun,30.92044089400659
Northeastern Coastal Zone,erc,1983,Jun,28.372978394246967
Northern Allegheny Plateau,erc,1983,Jun,25.05284803237967
Northern Appalachian and Atlantic Maritime Highlands,erc,1983,Jun,23.454033859578736
